contentid,contenttypeid,name,address,addr2,lon,lat,cat1,cat2,cat3,image_url,tel,sub_category,sido,source
2848948,39,선재리커피집,인천광역시 옹진군 선재로34번길 79,,126.5379815019,37.2340211589,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/17/2848717_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
589171,39,선한정식,인천광역시 연수구 능허대로267번길 59,,126.6569157024,37.4145134106,A05,A0502,A05020100,,032-831-7767,한식,인천광역시,tourapi_food
2900923,39,설농가,인천광역시 남동구 인주대로 625 (구월동),,126.7066907298,37.450176814,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/17/2900917_image2_1.jpg,,한식,인천광역시,tourapi_food
2782240,39,섬마을다리집,인천광역시 옹진군 북도면 신도로 254,,126.4366104421,37.5284212964,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/72/2786872_image2_1.jpg,,한식,인천광역시,tourapi_food
133395,39,성진물텀벙,인천광역시 미추홀구 독배로403번길 10,,126.6491597028,37.4560056762,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/65/1872865_image2_1.jpg,032-883-1771,한식,인천광역시,tourapi_food
2852153,39,세인트커피,인천광역시 연수구 청량로 67,,126.6581600292,37.4146606383,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/41/2852141_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
3449524,39,셀레브르,인천광역시 연수구 아트센터대로 131 (송도동),202동217호 (스타벅스 맞은),126.6367096278,37.399437028,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/66/3449366_image2_1.jpg,507-1316-8084,카페·디저트,인천광역시,tourapi_food
2843840,39,소풀이양평해장국 청라본점,인천광역시 서구 중봉대로 783 (경서동),,126.6494848356,37.5499891987,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/25/2843825_image2_1.jpg,,한식,인천광역시,tourapi_food
2542971,39,솔밭회조개구이,인천광역시 중구 잠진도길 28,,126.4232034765,37.4222945177,A05,A0502,A05020100,,032-746-2154,한식,인천광역시,tourapi_food
2852168,39,솔청청,인천광역시 연수구 능허대로267번길 55 (동춘동),,126.6564129743,37.4143578649,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/66/2852166_image2_1.jpg,,한식,인천광역시,tourapi_food
2852186,39,솟구쳐차기 큐브점,인천광역시 연수구 송도과학로16번길 13-18 송도건원테크노큐브,1층 117호,126.6608273825,37.3810729189,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/82/2852182_image2_1.jpg,,일식,인천광역시,tourapi_food
2907382,39,송도 수블라키아,"인천광역시 연수구 컨벤시아대로 100 (송도동, 현대힐스테이트)",,126.6479781897,37.3942183884,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/49/2906949_image2_1.jpg,,서양식,인천광역시,tourapi_food
603243,39,송도갈매기,인천광역시 연수구 능허대로151번길 25,(옥련동),126.6469552989,37.4217373965,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/49/2926849_image2_1.jpg,,한식,인천광역시,tourapi_food
601443,39,송도국제경양식,인천광역시 연수구 센트럴로 194,,126.6404205181,37.3951792551,A05,A0502,A05020200,,032-888-8525,서양식,인천광역시,tourapi_food
2906376,39,송도명품 삼계탕,인천광역시 연수구 송도미래로 9 (송도동),,126.6470594944,37.3701572769,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/62/2906362_image2_1.jpg,,한식,인천광역시,tourapi_food
2906388,39,송도아구명가,인천광역시 연수구 송도미래로 30 (송도동),,126.648117786,37.3681797468,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/79/2906379_image2_1.jpg,,한식,인천광역시,tourapi_food
2907390,39,송도양평해장국,인천광역시 연수구 청량로 68 (동춘동),,126.6584349974,37.4148800624,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/56/2906956_image2_1.jpg,,한식,인천광역시,tourapi_food
2768175,39,송도주막,인천광역시 연수구 청량로79번길 36 (동춘동),,126.6574906666,37.4139107134,A05,A0502,A05020100,,,한식,인천광역시,tourapi_food
2907398,39,송도콩나물해장국,인천광역시 연수구 청량로113번길 15 (옥련동),,126.6541269834,37.417546343,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/59/2906959_image2_1.jpg,,한식,인천광역시,tourapi_food
2768144,39,송림기사식당,인천광역시 동구 새천년로 28 (송림동),,126.6496425742,37.4710483808,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/77/2996577_image2_1.jpg,,한식,인천광역시,tourapi_food
2768179,39,송쭈집 본점,"인천광역시 연수구 센트럴로 160 (송도동, 송도센트럴파크푸르지오)",,126.6437369606,37.3923824156,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/74/2787874_image2_1.jpg,,한식,인천광역시,tourapi_food
2906410,39,솥고집,인천광역시 연수구 송도과학로16번길 33-4 (송도동),,126.6628550406,37.3787121176,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/96/2906396_image2_1.jpg,,한식,인천광역시,tourapi_food
2891617,39,수라전통육개장,인천광역시 강화군 강화읍 강화대로403번길 14,,126.4854721677,37.7452441129,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/55/2878055_image2_1.jpg,,한식,인천광역시,tourapi_food
132953,39,수림공원가든,인천광역시 남동구 주안로 269,,126.6997437656,37.4636584583,A05,A0502,A05020100,,,한식,인천광역시,tourapi_food
2768121,39,수연생오리구이,인천광역시 연수구 능허대로167번길 72,(옥련동),126.6517187934,37.4202848713,A05,A0502,A05020100,,,한식,인천광역시,tourapi_food
2873374,39,수피아,인천광역시 계양구 정서진로 1247 귤현프라자,,126.7408369634,37.572960368,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/69/2873369_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2877998,39,숙성명작,인천광역시 서구 담지로8번길 14 (청라동),,126.6611759684,37.53085552,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/94/2877994_image2_1.jpg,,한식,인천광역시,tourapi_food
133870,39,숭의가든,인천광역시 미추홀구 경인로88번길 10,,126.6521258381,37.4653935265,A05,A0502,A05020100,,032-887-5555,한식,인천광역시,tourapi_food
2872449,39,숲길따라카페,인천광역시 강화군 길상면 해안남로 309-12,,126.5207921967,37.6082940313,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/40/2872440_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2854438,39,스시에반하다,인천광역시 연수구 센트럴로 123 (송도동),,126.6466173186,37.3900244069,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/33/2854433_image2_1.jpg,,일식,인천광역시,tourapi_food
2852217,39,스시이와,인천광역시 연수구 센트럴로 194 더샵 센트럴파크2,C동 109호,126.6407010748,37.3942377023,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/14/2852214_image2_1.jpg,,일식,인천광역시,tourapi_food
2838724,39,스시카츠,인천광역시 서구 청라커낼로233번길 15,,126.6431943209,37.5292553887,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/15/2838715_image2_1.jpg,,일식,인천광역시,tourapi_food
3443730,39,스시하나,인천광역시 서구 염곡로 472 (가정동),,126.6697475191,37.5268811339,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/16/3443716_image2_1.jpg,,일식,인천광역시,tourapi_food
2839590,39,스타파이브 카페,인천광역시 중구 공항서로 133-1 (덕교동),,126.4317188915,37.4395676584,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/73/2839573_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2913875,39,스테이블디 에스프레소바,인천광역시 연수구 송도과학로28번길 8 (송도동),,126.660677356,37.3825144152,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/45/2913845_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
3443985,39,스토리지 인천,인천광역시 중구 월미로 33 (북성동1가),,126.6146650689,37.4761360618,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/49/3443949_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
404047,39,시골집,인천광역시 미추홀구 경인남길30번길 45-1,,126.6570479845,37.4519701728,A05,A0502,A05020100,,032-872-2867,한식,인천광역시,tourapi_food
2845088,39,시굴집,인천광역시 서구 서곶로 468 (검암동),,126.677773657,37.5593580542,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/74/2845074_image2_1.jpg,,한식,인천광역시,tourapi_food
2906424,39,시즈쿠,"인천광역시 연수구 컨벤시아대로 50 (송도동, 푸르지오월드마크)",,126.6516916425,37.3977485997,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/19/2906419_image2_1.jpg,,일식,인천광역시,tourapi_food
2901277,39,식객,인천광역시 미추홀구 경인로 469 (주안동),,126.6919918224,37.4590560783,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/73/2901273_image2_1.jpg,,한식,인천광역시,tourapi_food
2873396,39,신교령사골순대국 본점,인천광역시 계양구 벌말로 608 (하야동),,126.7812385668,37.5823544376,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/82/2873382_image2_1.jpg,,한식,인천광역시,tourapi_food
2769493,39,신성루,인천광역시 중구 우현로 19-14,(신생동),126.6264419466,37.4698342239,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/05/2788205_image2_1.jpg,,중식,인천광역시,tourapi_food
2838923,39,신송당,인천광역시 강화군 삼산면 어류정길212번길 7-4,,126.3342663804,37.6526050397,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/10/2838910_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2845110,39,신승반점,인천광역시 중구 차이나타운로44번길 31-3,,126.6177620245,37.4755556282,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/04/2845104_image2_1.jpg,,한식,인천광역시,tourapi_food
2845309,39,신신분식,인천광역시 중구 자유공원로27번길 1,,126.6278722229,37.4752086246,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/05/2845305_image2_1.jpg,,한식,인천광역시,tourapi_food
2877275,39,신진말,인천광역시 서구 원적로7번길 1 (가좌동),,126.6792616327,37.4876553073,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/69/2877269_image2_1.jpg,,한식,인천광역시,tourapi_food
2781332,39,신포닭강정,인천광역시 중구 우현로49번길 3,(신포동),126.6282389545,37.4716590435,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/10/2786510_image2_1.jpg,,한식,인천광역시,tourapi_food
2899141,39,신화장어,인천광역시 남동구 은봉로419번길 35 (논현동),,126.7358863598,37.4117456831,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/40/2899140_image2_1.jpg,,한식,인천광역시,tourapi_food
2878160,39,심애선해물칼국수,인천광역시 강화군 길상면 강화동로 82,,126.4933908657,37.6464224409,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/57/2878157_image2_1.jpg,,한식,인천광역시,tourapi_food
2872401,39,쌈밥이네,인천광역시 강화군 화도면 해안남로 2674,,126.3742909752,37.6351077794,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/92/2872392_image2_1.jpg,,한식,인천광역시,tourapi_food
2848944,39,쌍곰다방,인천광역시 옹진군 영흥면 선재로34번길 64,,126.5375593352,37.2333878909,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/25/2848725_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2811793,39,쌍둥이네 해물식당,인천광역시 연수구 솔밭로70번길 7 (동춘동),,126.6567517988,37.4155605084,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/90/2811790_image2_1.jpg,,한식,인천광역시,tourapi_food
2851845,39,아띠오아나폴리핏제리아,인천광역시 연수구 컨벤시아대로 69 송도 밀레니엄,,126.6509695409,37.395765483,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/37/2851837_image2_1.jpg,,서양식,인천광역시,tourapi_food
820738,39,아라베스크,인천광역시 중구 우현로 80 (인현동),2층,126.6304525767,37.4740032546,A05,A0502,A05020700,,032-764-0064,체험음식,인천광역시,tourapi_food
2846861,39,아라짬뽕,인천광역시 중구 오작로 6-9 (중산동),,126.5646329837,37.4956579112,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/38/2846838_image2_1.jpg,,중식,인천광역시,tourapi_food
589734,39,아리아리랑,인천광역시 연수구 솔밭로 5,,126.6531938162,37.4146133335,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/22/1885022_image2_1.jpg,032-833-0505,한식,인천광역시,tourapi_food
698946,39,아저씨냉면,인천광역시 동구 화도진로91번길 27,,126.6298941724,37.4783721812,A05,A0502,A05020100,,032-765-3553,한식,인천광역시,tourapi_food
2848938,39,아키라커피 본점,인천광역시 중구 차이나타운로44번길 16-24,,126.6188424605,37.4763166699,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/39/2848739_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2907196,39,아트랑 샤브&구이월남쌈,인천광역시 남동구 구월남로 151 (구월동),,126.7062906757,37.4534264294,A05,A0502,A05020700,http://tong.visitkorea.or.kr/cms/resource/11/2906911_image2_1.JPG,,체험음식,인천광역시,tourapi_food
2658593,39,안동국밥&봉평메밀촌,인천광역시 연수구 아트센터대로 107,302동 223호,126.638628854,37.4010007694,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/92/2658792_image2_1.jpg,032-832-3379,한식,인천광역시,tourapi_food
2912975,39,애월몽,인천광역시 연수구 송도과학로16번길 13-18 송도건원테크노큐브,"1층 115,116호",126.6608273825,37.3810729189,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/63/2912963_image2_1.jpg,,한식,인천광역시,tourapi_food
2835499,39,앤드아워,인천광역시 동구 수문통로 27 (화평동),,126.6331633057,37.4788444064,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/89/2835489_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2778458,39,양원,인천광역시 서구 보석로12번안길 28 (청라동),,126.6271404661,37.5208227523,A05,A0502,A05020700,,,체험음식,인천광역시,tourapi_food
2834235,39,양자강,인천광역시 중구 용유서로 494 (을왕동),,126.3720126171,37.4620834421,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/32/2834232_image2_1.jpg,,중식,인천광역시,tourapi_food
2835948,39,양평신내서울해장국 부평직영점,인천광역시 부평구 마장로 191 (산곡동),,126.7026537323,37.4952131762,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/45/2835945_image2_1.jpg,,한식,인천광역시,tourapi_food
2848925,39,어리버리소머리국밥 본점,인천광역시 계양구 계산새로65번길 13 (계산동),,126.7352661891,37.5394058382,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/22/2848822_image2_1.jpg,,한식,인천광역시,tourapi_food
2845328,39,어부신광호,인천광역시 중구 선녀바위로55번길 14 (을왕동),,126.3791319647,37.4419025801,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/16/2845316_image2_1.jpg,,한식,인천광역시,tourapi_food
2781330,39,어부의집,인천광역시 중구 남북로142번길 2,(남북동),126.4172727248,37.4491746221,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/83/2786483_image2_1.jpg,,한식,인천광역시,tourapi_food
2768131,39,얼레꼴레만두,인천광역시 미추홀구 한나루로 420 (학익동),,126.6659973695,37.4447156184,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/10/2788110_image2_1.jpg,,한식,인천광역시,tourapi_food
2899977,39,엉클인더키친 센트럴파크 본점,"인천광역시 연수구 센트럴로 232 (송도동, 더샵센트럴파크1)",,126.6373096572,37.3963957249,A05,A0502,A05020700,http://tong.visitkorea.or.kr/cms/resource/68/2899968_image2_1.jpg,,체험음식,인천광역시,tourapi_food
2624913,39,에이치 123(h' 123),인천광역시 연수구 송도국제대로 123,,126.6579304073,37.3816811302,A05,A0502,A05020200,,032-727-2123,서양식,인천광역시,tourapi_food
2845135,39,여인천하조개구이,인천광역시 중구 마시란로 227 (덕교동),,126.4082293844,37.4390450868,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/26/2845126_image2_1.jpg,,한식,인천광역시,tourapi_food
2846811,39,연안부두 목포신안18호횟집,인천광역시 중구 연안부두로 119 (항동7가),,126.5978479004,37.4494055387,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/97/2846797_image2_1.jpg,,한식,인천광역시,tourapi_food
2901294,39,연중반점,인천광역시 미추홀구 구월로 6 (주안동),,126.6908919635,37.457600672,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/89/2901289_image2_1.jpg,,중식,인천광역시,tourapi_food
2846875,39,연화리가는길,인천광역시 중구 영종진광장로 46 (중산동),,126.5790955527,37.4956303905,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/64/2846864_image2_1.jpg,,한식,인천광역시,tourapi_food
2901082,39,영월애곤드레 인천본점,인천광역시 남동구 매소홀로 864 (수산동),,126.7185288503,37.4389977664,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/69/2901069_image2_1.jpg,,한식,인천광역시,tourapi_food
2875689,39,영종원조국수,인천광역시 중구 운중로48번길 9 (운남동),,126.5388048749,37.4924772707,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/87/2875687_image2_1.jpg,,한식,인천광역시,tourapi_food
2837109,39,영흥도바지락해물칼국수,인천광역시 옹진군 영흥면 영흥북로 195,,126.4950705914,37.2679914691,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/05/2837105_image2_1.jpg,,한식,인천광역시,tourapi_food
2834030,39,영흥일번지식당,인천광역시 옹진군 영흥면 영흥북로 3,,126.4967401975,37.2565233844,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/08/2834008_image2_1.jpg,,한식,인천광역시,tourapi_food
134393,39,예전,인천광역시 중구 월미문화로 43-2 (북성동1가),,126.5976527797,37.474447069,A05,A0502,A05020200,,032-772-2256,서양식,인천광역시,tourapi_food
2767489,39,오목골즉석메밀우동 박문점,인천광역시 미추홀구 석정로 142,(숭의동),126.6508897553,37.4684375951,A05,A0502,A05020300,,,일식,인천광역시,tourapi_food
2852231,39,오션97,인천광역시 연수구 인천타워대로 257 (송도동),,126.6334045354,37.3935904268,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/27/2852227_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2852244,39,옥골한우정육식당,인천광역시 연수구 비류대로 216 (옥련동),,126.6587818444,37.4272758507,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/36/2852236_image2_1.jpg,,한식,인천광역시,tourapi_food
606560,39,옥천관,인천광역시 부평구 안남로 447-2,,126.7102411576,37.522871206,A05,A0502,A05020100,,032-502-2623,한식,인천광역시,tourapi_food
2906481,39,올드타운,"인천광역시 연수구 컨벤시아대로 116 (송도동, 푸르지오월드마크)",,126.6468311005,37.393193487,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/63/2906463_image2_1.jpg,,한식,인천광역시,tourapi_food
2837081,39,옹기꽃게장,인천광역시 남동구 도림북로16번길 31 (도림동),,126.732916823,37.4248024472,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/74/2837074_image2_1.jpg,,한식,인천광역시,tourapi_food
3459739,39,왕가,인천광역시 미추홀구 노적산로 70 (학익동),1층 101호,126.6569788695,37.4403298577,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/00/3459700_image2_1.jpg,,중식,인천광역시,tourapi_food
404023,39,왕자정묵밥,인천광역시 강화군 강화읍 북문길 55,,126.4840665614,37.751662784,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/79/2791379_image2_1.jpg,032-933-7807,한식,인천광역시,tourapi_food
2878166,39,욕쟁이할머니보리밥,인천광역시 강화군 길상면 전등사로 93-2,,126.4928439553,37.6370040838,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/64/2878164_image2_1.jpg,,한식,인천광역시,tourapi_food
2758136,39,용궁횟집,인천광역시 강화군 화도면 해안남로 2805,,126.3873174363,37.6395630443,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/17/2787517_image2_1.jpg,,일식,인천광역시,tourapi_food
2855308,39,우나기노켄,인천광역시 연수구 청량로70번길 8 (동춘동),,126.6583544371,37.4153466725,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/02/2855302_image2_1.jpg,,일식,인천광역시,tourapi_food
2853825,39,우만당,인천광역시 연수구 아트센터대로 222 아트센터 인천(콘서트홀),1층,126.6267967918,37.3940347034,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/13/2853813_image2_1.jpg,,서양식,인천광역시,tourapi_food
2835515,39,우순임원조할머니쭈꾸미,인천광역시 동구 제물량로 340-1 (만석동),,126.6205977266,37.4809717153,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/05/2835505_image2_1.jpg,,한식,인천광역시,tourapi_food
2872294,39,우트우트,인천광역시 강화군 마니산로 12,,126.4905273558,37.642208992,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/84/2872284_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
135427,39,우판등심,인천광역시 연수구 청량로 61,,126.6585377902,37.4140273845,A05,A0502,A05020100,,032-816-7788,한식,인천광역시,tourapi_food
2907410,39,우한판,인천광역시 연수구 한나루로 100,,126.648916215,37.4223123642,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/67/2906967_image2_1.JPG,,한식,인천광역시,tourapi_food
2877290,39,원갈비,인천광역시 서구 심곡로8번길 4 (심곡동),,126.6702442788,37.5418266266,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/86/2877286_image2_1.jpg,,한식,인천광역시,tourapi_food
135441,39,월미도회집,인천광역시 중구 월미문화로 49,(북성동1가),126.5973556004,37.4738804632,A05,A0502,A05020100,,032-762-1115,한식,인천광역시,tourapi_food
2847082,39,위크엔드 라운지(wknd Lounge),인천광역시 중구 송학로 63 (송학동2가),,126.6248002888,37.4749113823,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/74/2847074_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2809791,39,유노미,인천광역시 남동구 성말로 43 (구월동),,126.705543747,37.4453190253,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/10/2828910_image2_1.jpg,,서양식,인천광역시,tourapi_food
2848932,39,유정집,인천광역시 중구 화랑목로100번길 39 와이디캐슬,,126.500836016,37.4962650527,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/56/2848756_image2_1.jpg,,한식,인천광역시,tourapi_food
2878172,39,유진면옥,인천광역시 강화군 양도면 강화남로 606-1,,126.4278993759,37.6559312925,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/68/2878168_image2_1.jpg,,한식,인천광역시,tourapi_food
2670571,39,육가대표 청라,인천광역시 서구 청라커낼로 229-12,,126.643677615,37.5290943044,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/92/2670792_image2_1.jpg,032-567-0806,한식,인천광역시,tourapi_food
606010,39,육교추어탕,인천광역시 남동구 수인로 3548,,126.7656716498,37.4435397405,A05,A0502,A05020100,,032-466-3337,한식,인천광역시,tourapi_food
2901116,39,육해공생칼국수본점,인천광역시 남동구 성리로 59 (구월동),,126.708707272,37.4480243219,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/06/2901106_image2_1.jpg,,한식,인천광역시,tourapi_food
2907416,39,윤가네칼국수,인천광역시 연수구 청룡로30번길 2 (옥련동),,126.6570515412,37.4238678826,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/74/2906974_image2_1.jpg,,한식,인천광역시,tourapi_food
2842121,39,은옥,인천광역시 서구 청라커낼로329번길 19-3 (청라동),,126.6434912798,37.5377682925,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/06/2842106_image2_1.jpg,,일식,인천광역시,tourapi_food
2902682,39,은행나무집,인천광역시 남동구 만의골로189번길 52 (장수동),,126.7703763129,37.4601573382,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/79/2902679_image2_1.jpg,,한식,인천광역시,tourapi_food
2769469,39,을왕리꾸덕집,인천광역시 중구 용유서로174번길 44,(을왕동),126.3841369444,37.4462216093,A05,A0502,A05020100,,,한식,인천광역시,tourapi_food
2839617,39,을왕리빵판다카페,인천광역시 중구 용유로745번길 14 (을왕동),,126.3722152378,37.4671273033,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/05/2839605_image2_1.jpg,,카페·디저트,인천광역시,tourapi_food
2846835,39,을왕리짱구네,인천광역시 중구 용유서로274번길 13 (을왕동),,126.3773375937,37.4452132755,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/22/2846822_image2_1.jpg,,한식,인천광역시,tourapi_food
2835915,39,이대조감자탕,인천광역시 미추홀구 토금중로 6 (용현동),,126.6342749995,37.4542000678,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/99/2835899_image2_1.jpg,,한식,인천광역시,tourapi_food
2782197,39,이레식당슈퍼,인천광역시 옹진군 자월면 대이작로70번길 3-15,,126.2544616539,37.176678445,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/99/2786699_image2_1.jpg,,한식,인천광역시,tourapi_food
2624930,39,이스트 바이 게이트,인천광역시 연수구 송도국제대로 123,,126.6579304073,37.3816811302,A05,A0502,A05020700,http://tong.visitkorea.or.kr/cms/resource/63/2926863_image2_1.jpg,,체험음식,인천광역시,tourapi_food
2839689,39,이화찹쌀순대,인천광역시 중구 인중로26번길 25 (도원동),,126.6405547011,37.4643267796,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/85/2839685_image2_1.jpg,,한식,인천광역시,tourapi_food
2907336,39,익선우대갈비,인천광역시 남동구 구월남로 125 (구월동),,126.7034798178,37.4535291456,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/15/2906915_image2_1.jpg,,한식,인천광역시,tourapi_food
2876268,39,인동잔치국수,인천광역시 계양구 효서로 31-1,,126.6994947978,37.5270955245,A05,A0502,A05020100,,,한식,인천광역시,tourapi_food
723847,39,인하의집,인천광역시 중구 우현로67번길 57,,126.6286721354,37.4757391325,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/88/3037488_image2_1.jpg,,한식,인천광역시,tourapi_food
2872328,39,일년내내칼국수맛있는집,인천광역시 강화군 화도면 해안남로 1421,,126.4623479995,37.5918754714,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/14/2872314_image2_1.jpg,,한식,인천광역시,tourapi_food
404030,39,일미민물장어,인천광역시 강화군 선원면 더리미길 2,,126.5126980482,37.7238637534,A05,A0502,A05020100,,,한식,인천광역시,tourapi_food
2836893,39,일오삼간장게장,인천광역시 강화군 양도면 중앙로1052번길 16,,126.4064862079,37.7006034857,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/77/2836877_image2_1.jpg,,한식,인천광역시,tourapi_food
2768113,39,임파스토,인천광역시 연수구 아트센터대로 203,(송도동),126.6313907825,37.3953096357,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/58/2789458_image2_1.jpg,,서양식,인천광역시,tourapi_food
