개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,객실수,건물용도명,건축연면적,기념품종류,데이터갱신시점,도로명주소,무대면적,문화사업자구분명,문화체육업종명,보험기관명,보험시작일자,보험종료일자,상세영업상태명,상세영업상태코드,선박제원,선박척수,선박총톤수,시설규모,시설면적,영문상호명,영문상호주소,영업상태코드,자본금,전화번호,제작취급품목내용,좌석수,좌표정보(X),좌표정보(Y),주변환경명,지번주소,지상층수,지역구분명,지하층수,총층수,회의실별동시수용인원,최종수정시점
4721000,CDFI3261052020000001,2020-01-11,,영업/정상,,,,,55350,(유)동마실업고속관광,I,,,,,2025-12-15 16:15:28,전북특별자치도 완주군 용진읍 신지송광로 25-16,,,관광순환버스업,,,,영업중,13,,,,,,,,01,500000000,,,,215445.021225077    ,268858.428705909    ,,전북특별자치도 완주군 용진읍 신지리 1051 ,,,,,,2020-01-11 16:04:51
4771000,CDFI3261052020000001,2020-06-24,,영업/정상,,,,,56048,순창군미생물산업사업소,I,,교육연구시설,,,2025-12-15 16:15:28,"전북특별자치도 순창군 순창읍 민속마을길 61, 순창장류연구소",,,관광순환버스업,,,,영업중,13,,,,2731,2731.16,,,01,1933761000000,0636505448,,,209608.367185387    ,207454.238168732    ,기타,전북특별자치도 순창군 순창읍 백산리 744-10 순창장류연구소 ,3,관리지역,1,4,,2020-06-24 16:39:22
4810000,CDFI3261052007000001,2007-05-17,,폐업,2016-04-01,,,550-060,,(주)오동관광,I,,,,,2025-12-15 16:15:28,전라남도 여수시 중앙로 72 (중앙동),,관광사업,관광순환버스업,,,,폐업,03,,,,,,,,03,150000000,0616530382,,,267267.758596561    ,138178.885620829    ,,전라남도 여수시 중앙동 779 ,,,,,,2018-02-13 13:34:01
4820000,CDFI3261052006000001,2006-03-30,,영업/정상,,,,,57968,(유)팔마항공전세,I,,,,,2026-04-01 22:36:36,"전라남도 순천시 순광로 20 (조례동, 현대부품대리점)",,관광사업,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,247738.458925566    ,161895.335663264    ,,전라남도 순천시 조례동 1588-3 ,,,,,,2016-01-05 17:34:06
4820000,CDFI3261052013000002,2013-04-19,,폐업,2016-02-03,,,540-300,58027,(유)남도관광,I,,,,,2026-04-01 22:36:40,전라남도 순천시 순천만길 974 (인월동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,,,,,243666.73525123     ,154804.17225082     ,,전라남도 순천시 인월동 55-9 ,,,,,,2016-02-03 15:02:14
4820000,CDFI3261052013000001,2013-04-18,,영업/정상,,,,540-874,,(합명)뉴삼우관광전세,I,,,,,2026-04-01 22:36:37,전라남도 순천시 별량면 녹색로 964,,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,241461.854661026    ,153389.257316274    ,,전라남도 순천시 별량면 봉림리 320-1 ,,,,,,2015-08-03 18:57:33
4830000,CDFI3261052017000001,2017-03-20,,영업/정상,,,,,58258,(주)나라고속관광,I,,,,,2026-04-01 22:38:03,"전라남도 나주시 나주로 121 (금성동, 나주애견랜드)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,200000000,0625267700,,,174134.319101424    ,170118.461876643    ,,전라남도 나주시 금성동 30-5 ,,,,,,2017-03-20 09:45:20
4830000,CDFI3261052015000002,2015-09-04,,폐업,2020-12-10,,,,61937,금호고속(주),I,,,,,2026-04-01 22:38:01,"광주광역시 서구 무진대로 904 (광천동, 유스퀘어(광천터미널))",,,관광순환버스업,,,,폐업,03,,,,,,,,03,50000000000,0623608591,,,189004.968212655    ,184579.553645425    ,,광주광역시 서구 광천동 49-1 ,,,,,,2020-12-11 10:26:14
4830000,CDFI3261052015000001,2015-04-16,,영업/정상,,,,137-726,06545,나주시티투어버스,I,,,,,2026-04-01 22:37:59,서울특별시 서초구 신반포로 194 (반포동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,2000000000,0269412259,,,200554.74395758     ,444811.364826199    ,,서울특별시 서초구 반포동 19-4 ,,,,,,2015-04-16 16:16:38
4930000,CDFI3261052016000001,2016-03-11,,폐업,2017-01-24,,,,61253,(주)우성고속관광,I,,,,,2025-12-15 16:15:28,광주광역시 북구 서림로 24 (임동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,500000000,0625737979,,,190008.195197797    ,185340.755679093    ,,광주광역시 북구 임동 100-38 ,,,,,,2017-01-24 09:40:56
4930000,CDFI3261052015000001,2015-07-07,,폐업,2016-03-22,,,540-813,,(유)매일흥양관광,I,,,,,2025-12-15 16:15:28,전라남도 순천시 서면 산단4길 3,,,관광순환버스업,,,,폐업,03,,,,,,,,03,50000000,0617430027,,,245942.620343233    ,165079.289077961    ,,전라남도 순천시 서면 선평리 46-1 ,,,,,,2016-03-24 17:26:56
4930000,CDFI3261052022000001,2022-03-21,,영업/정상,,,,,59038,(주)해광관광여행사,I,,,,,2025-12-15 16:15:28,"전라남도 해남군 해남읍 남부순환로 25, 2층",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,163815.485937399    ,119023.130183895    ,,전라남도 해남군 해남읍 해리 350-1 ,,,,,,2023-12-06 11:07:23
4930000,CDFI3261052017000001,2017-03-21,,폐업,2018-06-27,,,,61253,(주)우성고속관광,I,,,,,2025-12-15 16:15:28,광주광역시 북구 서림로 24 (임동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,500000000,0625222896,,,190008.195197797    ,185340.755679093    ,,광주광역시 북구 임동 100-38 ,,,,,,2018-06-27 10:17:30
4990000,CDFI3261052013000001,2013-03-15,,영업/정상,,,,537-821,59151,나비야 청산가자,I,,단독주택,,,2025-12-15 16:15:28,전라남도 완도군 청산면 청산로1613번길 5-1,,,관광순환버스업,,,,영업중,13,,,,,,,,01,110000000,,,,186816.930940511    ,75975.1399919185    ,주택가주변,전라남도 완도군 청산면 도청리 1067-1 ,,일반주거지역,,,,2013-03-15 16:29:50
5000000,CDFI3261052018000001,2018-11-30,,영업/정상,,,,,58909,(유)진도관광여행사,I,,,,,2026-03-26 22:36:11,전라남도 진도군 고군면 오일시2길 156,,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,137213.314912063    ,111440.921789464    ,,전라남도 진도군 고군면 고성리 401-1 ,,,,,,2018-11-30 10:20:06
5020000,CDFI3261052025000001,2025-03-18,,영업/정상,,,,,37684,주식회사 가람관광여행사,I,,,,,2026-03-26 22:06:15,"경상북도 포항시 남구 대이로 47, 2층 (대잠동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,411001.888468867    ,282433.209636709    ,,경상북도 포항시 남구 대잠동 996-8 ,,,,,,2025-03-18 11:50:16
5050000,CDFI3261052009000001,2009-02-12,,영업/정상,,,,,38157,경주시티투어천마관광(주),I,,운수시설,,,2025-12-15 16:15:28,경상북도 경주시 태종로685번길 6 (노서동),,,관광순환버스업,,,,영업중,13,,,,134,134.4,GYEONGJUCITYTOURCHEONMATOUR. CO.,City Tour Business,01,,0547436001,,,398979.095914969    ,262092.372832053    ,기타,경상북도 경주시 노서동 243-15 ,,일반상업지역,,2,,2017-06-13 16:34:30
5070000,CDFI3261052009000001,2009-08-28,,폐업,2017-07-24,,,760-300,,(주)안동터미널,I,,,,,2026-03-26 22:01:54,경상북도 안동시 경동로 130 (송현동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,50000000,0548589436,,,349941.757233395    ,342816.326198117    ,,경상북도 안동시 송현동 713-6 ,,,,,,2017-07-25 09:53:20
5070000,CDFI3261052015000001,2015-12-14,,폐업,2021-11-10,,,,36636,안동시티투어 동이사람들,I,,,,,2026-03-26 22:01:54,"경상북도 안동시 경동로 130, 2층 (송현동, 안동버스터미널)",,,관광순환버스업,,,,폐업,03,,,,,,,,03,,0548557179,,,349941.757233395    ,342816.326198117    ,,경상북도 안동시 송현동 713-6 ,,,,,,2022-01-27 13:23:53
5070000,CDFI3261052022000001,2022-02-22,,영업/정상,,,,,36636,안동시티투어 동이사람들,I,,운수시설,,,2026-03-26 22:01:54,"경상북도 안동시 경동로 130, 안동버스터미널 (송현동)",,,관광순환버스업,,,,영업중,13,,,,76,76,,,01,150000000,,,,349941.757233395    ,342816.326198117    ,,경상북도 안동시 송현동 713-6 안동버스터미널 ,,,,,,2024-04-16 15:36:17
5070000,CDFI3261052012000001,2012-05-03,,영업/정상,,,,760-110,36706,(주)월드여행사,I,,,,,2026-03-26 22:01:54,경상북도 안동시 경동로 670 (운흥동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,300000000,0548417100,,,354914.48732215     ,341601.466308237    ,,경상북도 안동시 운흥동 229-7 ,,,,,,2012-05-03 18:06:25
5090000,CDFI3261052016000001,2016-05-16,,영업/정상,,,,,36100,(합)소백산관광,I,,,,,2025-12-15 16:15:28,경상북도 영주시 원당로 75 (영주동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,150000000,0546338200,,,344747.836595115    ,370025.408640618    ,,경상북도 영주시 영주동 470-253 ,,,,,,2016-05-16 14:46:58
5330000,CDFI3261052007000001,2007-05-01,,폐업,2012-01-27,,,650-080,,통구리투어,I,,,,,2026-03-26 22:01:47,,,관광사업,관광순환버스업,,,,폐업,03,,,,,,,,03,,,,,330093.836826947    ,150288.173851156    ,,경상남도 통영시 항남동 79-50 3층 ,,,,,,2012-01-30 11:56:51
5340000,CDFI3261052012000001,2012-06-21,,영업/정상,,,,664-831,52558,(주)수양우등관광여행사,I,,,,,2025-12-15 16:15:28,경상남도 사천시 한내로 5-1 (동금동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0558339797,,,298213.56811682     ,159869.311899289    ,,경상남도 사천시 동금동 414-4 ,,,,,,2013-03-12 15:53:15
5340000,CDFI3261052014000001,2014-06-10,,영업/정상,,,,664-831,52566,주식회사 삼포우등관광,I,,,,,2025-12-15 16:15:28,경상남도 사천시 남일로 12 (동금동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,100000000,,,,298381.07501621     ,159868.072294364    ,,경상남도 사천시 동금동 91-1 ,,,,,,2019-04-16 17:18:09
5340000,CDFI3261052022000001,2022-11-04,,영업/정상,,,,,52569,(주)영진고속관광,I,,,,,2025-12-15 16:15:28,"경상남도 사천시 중앙로 5-1, 니케PC방 (선구동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,297979.137166349    ,159251.566923876    ,,경상남도 사천시 선구동 58-25 니케PC방 ,,,,,,2022-11-04 15:57:33
5340000,CDFI3261052026000001,2026-04-06,,영업/정상,,,,,52547,우리항공여행사(주),I,,,,,2026-04-07 21:36:25,"경상남도 사천시 진삼로 330, 코리아가든휴게소 (신벽동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0558350018,,,296989.576988516    ,165762.422094875    ,,경상남도 사천시 신벽동 190 코리아가든휴게소 ,,,,,,2026-04-06 09:56:56
5350000,CDFI3261052013000001,2013-12-24,,영업/정상,,,,,50825,(주)한솔고속관광,U,,,,,2026-03-27 03:03:03,"경상남도 김해시 분성로 647, 2층 (안동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,374413.408111162    ,194690.230030646    ,,경상남도 김해시 안동 248-4 ,,,,,,2026-03-26 18:00:41
5370000,CDFI3261052010000001,2010-07-16,,폐업,2011-07-01,,,656-935,,거제도투어,I,,,,,2026-03-26 22:01:49,경상남도 거제시 서문로 48  (고현동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,150000000,,,,348141.264076598    ,155658.29179807     ,,경상남도 거제시 고현동 961-8 ,,,,,,2013-01-23 15:12:45
5370000,CDFI3261052011000001,2011-09-09,,폐업,2013-08-31,,,656-905,,(주)대우투어,I,,,,,2026-03-26 22:01:49,경상남도 거제시 서간도길 78 (옥포동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,450000000,,,,354206.165307501    ,155934.649172341    ,,경상남도 거제시 옥포동 1670 ,,,,,,2014-06-02 14:04:11
5370000,CDFI3261052017000001,2017-12-28,,폐업,2020-01-03,,,,53273,(주)동백관광,I,,,,,2026-03-26 22:01:49,경상남도 거제시 사등면 가조로 216,,,관광순환버스업,,,,폐업,03,,,,,,,,03,,,,,339249.875991159    ,160237.791044635    ,,경상남도 거제시 사등면 창호리 1946 ,,,,,,2020-01-03 13:38:07
5370000,CDFI3261052019000001,2019-12-27,,폐업,2021-12-31,,,,53273,(주)동백관광,I,,,,,2026-03-26 22:01:49,경상남도 거제시 사등면 가조로 216,,,관광순환버스업,,,,폐업,03,,,,,,,,03,,0556390399,,,339249.875991159    ,160237.791044635    ,,경상남도 거제시 사등면 창호리 1946 ,,,,,,2022-01-20 19:02:58
5370000,CDFI3261052013000001,2013-09-02,,폐업,2016-01-07,,,656-884,53273,(주)동백관광,I,,,,,2026-03-26 22:01:49,경상남도 거제시 사등면 가조로 216,,,관광순환버스업,,,,폐업,03,,,,,,,,03,350000000,,,,339226.035490391    ,160229.636461134    ,,경상남도 거제시 사등면 창호리 1948 ,,,,,,2016-01-08 09:07:00
5370000,CDFI3261052016000001,2016-03-23,,폐업,2018-01-01,,,,53253,경남전세버스협동조합,I,,,,,2026-03-26 22:01:49,"경상남도 거제시 고현로9길 37, 제상가동 301호 (고현동, 거제롯데인벤스가)",,,관광순환버스업,,,,폐업,03,,,,,,,,03,100000000,,,,348009.933587973    ,155589.545633094    ,,경상남도 거제시 고현동 867-6 ,,,,,,2018-01-05 17:40:17
5480000,CDFI3261052015000001,2015-04-20,,영업/정상,,,,678-964,,금화고속관광,I,,,,,2025-12-15 16:15:28,경상남도 합천군 삼가면 삼가로 119-2,,,관광순환버스업,,,,영업중,13,,,,,,,,01,200000000,0559340040,,,301345.442066137    ,211056.655431693    ,주택가주변,경상남도 합천군 삼가면 어전리 750 ,,관리지역,,,,2015-04-21 11:39:51
5480000,CDFI3261052007000001,2007-09-21,,영업/정상,,,,,50231,합천새천년관광(주),I,,,,,2025-12-15 16:15:28,경상남도 합천군 합천읍 옥산로 102,,관광사업,관광순환버스업,,,,영업중,13,,,,,,,,01,,0559311212,,,305408.416406581    ,230312.313945902    ,,경상남도 합천군 합천읍 합천리 322 ,,,,,,2016-09-29 15:02:38
5480000,CDFI3261052010000001,2010-05-03,,영업/정상,,,,678-801,50233,(주)해인고속관광,I,,,,,2025-12-15 16:15:28,경상남도 합천군 합천읍 대야로 883,,,관광순환버스업,,,,영업중,13,,,,,,,,01,180000000,0559314477,,,305330.811878482    ,230337.535271707    ,,경상남도 합천군 합천읍 합천리 403-11 ,,,,,,2011-12-29 09:32:14
5670000,CDFI3261052010000002,2010-12-24,,영업/정상,,,,641-842,51436,(주)하나로고속관광,I,,,,,2026-03-10 22:18:13,경상남도 창원시 성산구 원이대로 581 (용호동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,292606470,0552633111,,,352781.729451641    ,193447.36618452     ,,경상남도 창원시 성산구 용호동 73-61 ,,,,,,2021-07-01 09:37:48
5670000,CDFI3261052017000001,2017-09-01,,영업/정상,,,,,51411,창원시시설관리공단,I,,,,,2026-03-10 22:18:15,경상남도 창원시 성산구 원이대로 450 (중앙동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,2000000000,0557120000,,,351627.868545307    ,193845.678276843    ,,경상남도 창원시 성산구 중앙동 1 ,,,,,,2020-02-21 14:26:40
5670000,CDFI3261052010000001,2010-09-14,,영업/정상,,,,,51523,그린고속관광(주),I,,,,,2026-03-10 22:18:11,"경상남도 창원시 성산구 중앙대로 37, 경남오피스텔 10층 1003호 (중앙동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,50000000,0552645700,,,352452.046284586    ,192401.41566636     ,,경상남도 창원시 성산구 중앙동 101-1 경남오피스텔 1003호,,,,,,2021-11-23 14:13:14
5680000,CDFI3261052023000001,2023-03-08,,영업/정상,,,,,31764,천수한양관광(주),I,,,,,2025-12-15 16:15:28,충청남도 당진시 서해로 6160 (시곡동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,170618.050157055    ,377880.462286548    ,,충청남도 당진시 시곡동 149-9 ,,,,,,2023-03-09 08:16:28
5690000,CDFI3261052022000001,2022-04-14,,영업/정상,,,,,30033,세종도시교통공사,I,,,,,2025-12-15 16:15:28,"세종특별자치시 조치원읍 군청로 93, 조치원청사 에이동",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0448500101,,,226107.400336934    ,343567.549324152    ,,세종특별자치시 조치원읍 신흥리 123 조치원청사 ,,,,,,2025-02-21 12:34:54
5700000,CDFI3261052024000001,2024-06-28,,영업/정상,,,,,12622,여일관광(주),I,,,,,2026-03-10 22:04:07,경기도 여주시 청심로 152 (홍문동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0318813666,,,256389.789824474    ,421943.349680842    ,,경기도 여주시 홍문동 13-2 ,,,,,,2024-07-10 11:12:54
5700000,CDFI3261052017000001,2017-05-24,,폐업,2022-10-26,,,,12622,세종투어(주),I,,,,,2026-03-10 22:04:04,경기도 여주시 여흥로 107 (홍문동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,,0318833080,,,256256.831687951    ,421726.152550496    ,,경기도 여주시 홍문동 55 ,,,,,,2023-01-13 14:09:58
5700000,CDFI3261052016000001,2016-10-31,,폐업,2021-06-16,,,,12628,신일관광(주),I,,,,,2026-03-10 22:04:01,경기도 여주시 세종로 43 (홍문동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,400000000,0318832345,,,256345.224329714    ,421507.092584051    ,,경기도 여주시 홍문동 207-11 ,,,,,,2023-01-13 14:03:41
6510000,CDFI3261052021000001,2021-08-30,,영업/정상,,,,,63062,관광지순환버스 주식회사,I,,,,,2026-04-01 23:01:32,제주특별자치도 제주시 애월읍 하광로 308,,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0647467310,,,146271.157886387    ,-3688.03693514565   ,,제주특별자치도 제주시 애월읍 광령리 3920-1 ,,,,,,2021-08-30 11:01:55
6510000,CDFI3261052015000001,2015-02-24,,영업/정상,,,,,63309,(사)제주특별자치도관광협회,I,,,,,2026-04-01 23:01:30,"제주특별자치도 제주시 첨단로 213-65, 영평동 3층 (영평동)",,,관광순환버스업,,,,영업중,13,,,,,,Jeju Special Self-Governing Provincial Tourism Association,Circular tour bus business,01,,0647428861,,,160203.344588844    ,-4800.01156880407   ,,제주특별자치도 제주시 영평동 2170-4 ,,,,,,2019-12-18 13:09:29
