노선명,노선번호,시도명,시군구명,기점도로명주소,기점지번주소,종점도로명주소,종점지번주소,기점위도,기점경도,종점위도,종점경도,주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
옥계2공단로12R-17,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-16,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-15,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-14,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-13,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-12,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-11,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-10,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-9,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-8,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-7,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-6,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
옥계2공단로12R-5,,경상북도,구미시,경상북도 구미시 황상동 496,,경상북도 구미시 황상동 504,,36.116958,128.413902,36.111313,128.417681,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
평남로,,경기도,평택시,,경기도 평택시 합정동 843,경기도 평택시 평택로 2 (합정동),경기도 평택시 합정동 826,36.988866,127.0917292,36.988615,127.090186,,0.51,,1.5,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
경기대로,,경기도,평택시,,경기도 평택시 비전동 840,,경기도 평택시 합정동 17-1,36.99860431,127.1111955,36.98816,127.1159314,,0.74,,1.7,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
경기대로,,경기도,평택시,,경기도 평택시 합정동 17-1,,경기도 평택시 비전동 840,36.98816,127.1159314,36.99860431,127.1111955,,1.14,,2.7,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평남로,,경기도,평택시,경기도 평택시 평남로 929 (비전동),경기도 평택시 비전동 1013-1,,경기도 평택시 비전동 840,37.003724,127.105242,36.99860431,127.1111955,,0.77,,1.6,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평남로,,경기도,평택시,경기도 평택시 평남로 726 (비전동),경기도 평택시 비전동 878-4,경기도 평택시 동부공원로 59 (비전동),경기도 평택시 비전동879-3,36.994486,127.114742,36.995313,127.116892,,0.25,,2.4,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
중앙로,,경기도,평택시,,경기도 평택시 용이동 295,,경기도 평택시 비전동 910,36.992108,127.122195,36.99139155,127.114832,,0.54,,1.4,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평남로,,경기도,평택시,,경기도 평택시 합정동 885-1,,경기도 평택시 비전동 890,36.99080921,127.1164671,36.995014,127.1195028,,0.67,,2.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
동부공원로,,경기도,평택시,경기도 평택시 동부공원로 59 (비전동),경기도 평택시 비전동 879-3,경기도 평택시 동부공원로 38 (비전동),경기도 평택시 비전동 882-1,36.995313,127.116892,36.993314,127.118339,,0.22,,1.5,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평남로,,경기도,평택시,경기도 평택시 문화촌로 45 (비전동),경기도 평택시 비전동 875,경기도 평택시 평남로 725 (비전동),경기도 평택시 비전동 877-1,36.99678572,127.1175297,36.994944,127.114545,,0.35,,2.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평택5로,,경기도,평택시,,경기도 평택시 비전동 840-32,경기도 평택시 평택5로 112 (비전동),경기도 평택시 비전동 829-10,36.993684,127.111145,36.995619,127.110797,,0.23,,1.3,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평택5로,,경기도,평택시,,경기도 평택시 비전동 840-26,"경기도 평택시 평택5로 160 (비전동, YM프라젠하우스)",경기도 평택시 비전동 815,36.995547,127.1104873,36.996574,127.105921,,0.23,,1.9,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
어인남로,,경기도,평택시,,경기도 평택시 비전동 251-1,경기도 평택시 어인남로 21 (비전동),경기도 평택시 비전동 743-11,36.995099,127.101613,36.994805,127.098414,,0.34,,1.9,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
비전로,,경기도,평택시,경기도 평택시 어인남로 21 (비전동),경기도 평택시 비전동 743-11,경기도 평택시 비전로 57 (비전동),경기도 평택시 비전동 743,36.994805,127.098414,36.994978,127.097458,,0.12,,1.4,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
중앙1로,,경기도,평택시,경기도 평택시 중앙1로 84 (비전동),경기도 평택시 비전동 608-7,,경기도 평택시 비전동 728,36.99678864,127.092088,36.996096,127.095186,,0.38,,1.8,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
중앙1로,,경기도,평택시,경기도 평택시 평택2로 72 (비전동),경기도 평택시 비전동 624-2,경기도 평택시 중앙1로 82 (비전동),경기도 평택시 비전동 624-6,36.996896,127.091436,36.996836,127.091807,,0.06,,1.8,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평택2로,,경기도,평택시,,경기도 평택시 평택동 31-1,경기도 평택시 평택2로 70 (비전동),경기도 평택시 비전동 624-12,36.992815,127.0881118,36.996797,127.091414,,0.28,,2.1,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
비전1로77번길,,경기도,평택시,경기도 평택시 중앙1로 61 (비전동),경기도 평택시 비전동 564-8,경기도 평택시 비전1로3번길 46 (비전동),경기도 평택시 비전동 477-2,36.999084,127.091106,36.999481,127.093584,,0.36,,1.9,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
동삭1교,,경기도,평택시,,경기도 평택시 동삭동 179-2,,경기도 평택시 비전동 438-10,37.00413858,127.090674,37.003706,127.091029,,0.07,,2.8,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
하서교,,경기도,평택시,,경기도 평택시 동삭동 136-2,,경기도 평택시 비전동 376-2,37.008832,127.09917,37.008312,127.09948,,0.09,,3.1,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평택4로,,경기도,평택시,,경기도 평택시 비전동 273-16,경기도 평택시 어인남로 53 (비전동),경기도 평택시 비전동 251,36.996464,127.102136,36.995242,127.101454,,0.01,,1.2,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
평남로,,경기도,평택시,,경기도 평택시 비전동 840-32,경기도 평택시 평남로 661 (비전동),경기도 평택시 비전동 217-16,36.993684,127.111145,36.992795,127.1079021,,0.37,,1.6,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
비전4로,,경기도,평택시,,경기도 평택시 죽백동 825-1,경기도 평택시 비전4로 180 (비전동),경기도 평택시 비전동 17-1,36.998828,127.116905,37.01108064,127.1044491,,1.87,,1.5,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
죽백3로,,경기도,평택시,,경기도 평택시 죽백동 650-15,,경기도 평택시 비전동 1127,37.001471,127.1271087,36.998299,127.1173422,,1.0,,2.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
비전5로,,경기도,평택시,경기도 평택시 비전5로 3 (비전동),경기도 평택시 비전동 1090,경기도 평택시 비전5로 41 (비전동),경기도 평택시 비전동 1096-3,36.999924,127.111668,37.001807,127.115185,,0.45,,2.1,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
비전5로,,경기도,평택시,경기도 평택시 비전5로 21 (비전동),경기도 평택시 비전동 1092-2,경기도 평택시 비전2로 200 (비전동),경기도 평택시 비전동 1092,37.00074,127.11358,37.001248,127.1128646,,0.12,,1.9,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
비전2로,,경기도,평택시,,경기도 평택시 비전동 1089-1,경기도 평택시 평남로 862 (비전동),경기도 평택시 비전동 1090-2,37.001712,127.105018,37.000463,127.111504,,0.59,,2.3,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
세교로,,경기도,평택시,경기도 평택시 세교로 1 (세교동),경기도 평택시 세교동 179-1,경기도 평택시 경기대로 591 (세교동),경기도 평택시 세교동 262,37.000769,127.078211,37.00587,127.081857,,0.67,,1.2,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
세교3로,,경기도,평택시,,경기도 평택시 세교동 571,경기도 평택시 세교로 23 (세교동),경기도 평택시 세교동 185-21,37.000635,127.084628,37.002623,127.079121,,0.41,,1.7,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
안성천,,경기도,평택시,,경기도 평택시 오성면 당거리 41,,경기도 평택시 팽성읍 석봉리 4-167,36.981062,127.0071403,36.98853547,127.0460018,,5.27,,4.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
계양로,,경기도,평택시,,경기도 평택시 팽성읍 두정리 40-6,,경기도 평택시 팽성읍 석근리 270,36.94186371,127.0388666,36.940316,127.047927,,0.99,,2.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
경기대로,,경기도,평택시,,경기도 평택시 진위면 하북리 137-1,,경기도 평택시 진위면 견산리 574-3,37.111173,127.062992,37.10341274,127.063763,,0.56,,1.5,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
오산천,,경기도,평택시,,경기도 평택시 진위면 야막리 699,,경기도 평택시 서탄면 금암리 126-10,37.124409,127.0504571,37.101101,127.039727,,4.8,,3.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
서정북로,,경기도,평택시,경기도 평택시 서정북로 68 (서정동),경기도 평택시 서정동 788,,경기도 평택시 서정동 941,37.07027,127.057197,37.071325,127.059602,,0.21,,2.6,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
송탄로,,경기도,평택시,,경기도 평택시 서정동 947,,경기도 평택시 서정동 941,37.06581027,127.0584893,37.071325,127.059602,,0.81,,1.7,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
송탄로,,경기도,평택시,,경기도 평택시 서정동 947,경기도 평택시 송탄로 206 (서정동),경기도 평택시 서정동 908,37.06581027,127.0584893,37.062143,127.058478,,0.14,,1.6,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
탄현로,,경기도,평택시,경기도 평택시 탄현로 80 (서정동),경기도 평택시 서정동 432-1,경기도 평택시 탄현로 110 (서정동),경기도 평택시 서정동 897,37.05968765,127.053844,37.062234,127.054019,,0.33,,2.2,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
서정로,,경기도,평택시,,경기도 평택시 서정동 876-19,경기도 평택시 송탄로 247 (서정동),경기도 평택시 서정동 866-1,37.066369,127.055008,37.065791,127.058276,,0.28,,2.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
서정로,,경기도,평택시,경기도 평택시 서정로 225 (서정동),경기도 평택시 서정동 838-6,경기도 평택시 서정로 195 (서정동),경기도 평택시 서정동 835-13,37.066134,127.058328,37.066559,127.055151,,0.27,,1.8,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
탄현로,,경기도,평택시,경기도 평택시 탄현로 160 (서정동),경기도 평택시 서정동 831-13,,경기도 평택시 서정동 830,37.06678,127.054586,37.069359,127.054858,,0.26,,1.6,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
지장로27번길,,경기도,평택시,경기도 평택시 지장로11번길 23 (서정동),경기도 평택시 서정동 837-10,"경기도 평택시 지장로27번길 100 (서정동, 금호타운(서정마을))",경기도 평택시 서정동 827,37.067077,127.056832,37.068813,127.056462,,0.15,,1.3,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
서정로,,경기도,평택시,,경기도 평택시 이충동 262-3,경기도 평택시 경기대로 1351 (서정동),경기도 평택시 서정동 813-3,37.064943,127.069621,37.065695,127.063258,,0.55,,1.3,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
송월로,,경기도,평택시,,경기도 평택시 신장동 269-130,,경기도 평택시 서정동 590-1,37.07449389,127.049182,37.07347,127.0482131,,0.29,,1.8,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
신서로,,경기도,평택시,,경기도 평택시 신장동 263-176,,경기도 평택시 서정동 492-2,37.072459,127.051371,37.072277,127.054664,,0.26,,1.4,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
서정북로,,경기도,평택시,경기도 평택시 서정북로125번길 2 (서정동),경기도 평택시 서정동 775-19,,경기도 평택시 서정동 23-1,37.071438,127.063638,37.071222,127.060165,,0.33,,1.5,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
송일로,,경기도,평택시,경기도 평택시 송일로 2 (서정동),경기도 평택시 서정동 888,경기도 평택시 송일로 14 (서정동),경기도 평택시 서정동 201-9,37.063134,127.058488,37.06312814,127.0600071,,0.14,,1.5,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
탄현로,,경기도,평택시,,경기도 평택시 서정동 178-5,,경기도 평택시 서정동 194-12,37.06555,127.054084,37.06240243,127.053764,,0.39,,2.2,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
송탄로,,경기도,평택시,,경기도 평택시 서정동 941,,경기도 평택시 서정동 1115,37.071325,127.059602,37.072249,127.060153,,0.13,,1.2,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
탄현로,,경기도,평택시,,경기도 평택시 서정동 492-2,,경기도 평택시 서정동 101-6,37.072277,127.054664,37.067363,127.0542872,,0.62,,1.2,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
안성천,,경기도,평택시,,경기도 평택시 안중읍 삼정리 434-13,,경기도 평택시 안중읍 삼정리 387-24,36.963366,126.975168,36.96104724,126.9741546,,0.36,,4.0,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
경기대로,,경기도,평택시,,경기도 평택시 독곡동 383-1,,경기도 평택시 진위면 신리 448,37.08799483,127.062737,37.095805,127.063743,,0.54,,1.9,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
경기대로,,경기도,평택시,,경기도 평택시 진위면 신리 379-1,,경기도 평택시 진위면 신리 448,37.099998,127.064119,37.095805,127.063743,,0.88,,1.3,자전거보행자겸용도로,Y,경기도 평택시청,031-8024-4742,2025-12-18,3910000,경기도 평택시
계산길,,인천광역시,계양구,인천광역시 계양구 계산동 737,,인천광역시 계양구 계산동 724,,37.544935,126.718468,37.546079,126.718131,,0.33,,2.2,,N,인천광역시 계양구청,,2025-09-01,3550000,인천광역시 계양구
계양로1L,,인천광역시,계양구,인천광역시 계양구 작전동 405-2,,인천광역시 계양구 작전동 410-1,,37.523891,126.724375,37.524993,126.722967,,0.19,,1.5,,N,인천광역시 계양구청,,2025-09-01,3550000,인천광역시 계양구
계양로1R,,인천광역시,계양구,인천광역시 계양구 작전동 472-1,,인천광역시 계양구 작전동 405-2,,37.525307,126.721644,37.523891,126.724375,,0.19,,1.5,,N,인천광역시 계양구청,,2025-09-01,3550000,인천광역시 계양구
안양천(좌안),,서울특별시,양천구,서울특별시 양천구 목동 136-1번지,,서울특별시 양천구 신정동 871-23번지,,37.54431206,126.8832451,37.50610642,126.8726392,안양천,5.4,,4.0,자전거전용도로,Y,서울특별시 양천구청,02-2620-3670,2025-08-14,3140000,서울특별시 양천구
신목로(신목로7길 포함),,서울특별시,양천구,서울특별시 양천구 신정동 85-168번지,,서울특별시 양천구 신정동 1279-1번지 목동현대아파트,,37.52095319,126.8714432,37.51842236,126.876289,목동중학교,0.7,,1.1,자전거전용도로,N,서울특별시 강서도로사업소,02-2657-7954,2025-08-14,3140000,서울특별시 양천구
목동로(동측),,서울특별시,양천구,서울특별시 양천구 신정동 320번지,,서울특별시 양천구 신정동 314번지 목동신시가지8단지,,37.51828131,126.8681124,37.52233975,126.8675647,양천근린공원,0.4,,1.5,자전거전용도로,Y,서울특별시 강서도로사업소,02-2657-7954,2025-08-14,3140000,서울특별시 양천구
목동로(서측),,서울특별시,양천구,서울특별시 양천구 신정동 313-1번지,,서울특별시 양천구 신정동 312번지 목동신시가지9단지,,37.52216089,126.8639473,37.51942256,126.864034,남부법원,0.4,,1.5,자전거전용도로,Y,서울특별시 강서도로사업소,02-2657-7954,2025-08-14,3140000,서울특별시 양천구
곰달래로(남측),,서울특별시,양천구,서울특별시 양천구 신월동 223-1번지,,서울특별시 양천구 신월동 227-7번지,,37.52949156,126.8330286,37.52987725,126.8374237,서서울호수공원,0.5,,3.5,자전거우선도로,Y,서울특별시 강서도로사업소,02-2657-7954,2025-08-14,3140000,서울특별시 양천구
곰달래로(북측),,서울특별시,양천구,서울특별시 양천구 신월동 117-34번지,,서울특별시 양천구 신월동 130-7번지,,37.53011983,126.8373521,37.52991152,126.8326713,서서울호수공원,0.5,,3.5,자전거우선도로,Y,서울특별시 강서도로사업소,02-2657-7954,2025-08-14,3140000,서울특별시 양천구
오목로(남측),,서울특별시,양천구,서울특별시 양천구 신월동 524-1번지,,서울특별시 양천구 신정동 994-2번지,,37.52089383,126.8383322,37.52589119,126.8639474,목동역,2.4,,3.5,자전거우선도로,Y,서울특별시 강서도로사업소,02-2657-7954,2025-08-14,3140000,서울특별시 양천구
오목로(북측),,서울특별시,양천구,서울특별시 양천구 신정동 902-10번지,,서울특별시 양천구 신월동 438-5번지,,37.52615505,126.8632759,37.52133172,126.8379634,목동역,2.4,,3.5,자전거우선도로,Y,서울특별시 강서도로사업소,02-2657-7954,2025-08-14,3140000,서울특별시 양천구
화곡로(북측),,서울특별시,양천구,서울특별시 양천구 신월동 24-7번지,,서울특별시 양천구 신월동 32-1번지,,37.53977287,126.832167,37.54060731,126.8245387,,1.0,,4.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
화곡로(남측),,서울특별시,양천구,서울특별시 양천구 신월동 39-1번지,,서울특별시 양천구 신월동 60-33번지,,37.53875947,126.8226554,37.53936103,126.8324337,,1.0,,4.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
중앙로,,서울특별시,양천구,서울특별시 양천구 신정동 311번지 목동신시가지10단지,,서울특별시 양천구 신정동 325번지 목동신시가지11단지,,37.51500595,126.858264,37.50775496,126.8613151,목동10단지아파트,1.3,,4.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신정로14길,,서울특별시,양천구,서울특별시 양천구 신정동 1294번지 학마을2단지,,서울특별시 양천구 신정동 856-5번지,,37.50899178,126.8448392,37.50831953,126.8452002,학마을2단지아파트,0.3,,3.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신정로13길,,서울특별시,양천구,서울특별시 양천구 신정동 729번지,,서울특별시 양천구 신정동 1289번지,,37.51096559,126.8439718,37.51142588,126.8431277,금옥여중,0.2,,3.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신정로11길,,서울특별시,양천구,서울특별시 양천구 신정동 1315번지,,서울특별시 양천구 신정동 1315-21번지,,37.50934129,126.8418817,37.50996391,126.8419739,푸른어린이공원,0.43,,3.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
목동남로,,서울특별시,양천구,서울특별시 양천구 신정동 327번지 목동신시가지13단지,,서울특별시 양천구 신정동 330-10번지,,37.51498195,126.8651306,37.51237267,126.8702262,갈산초교,1.1,,3.5,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신월로,,서울특별시,양천구,서울특별시 양천구 신월동 502-5번지,,서울특별시 양천구 신월동 537-7번지,,37.52214111,126.8516393,37.51866205,126.8422921,신정네거리역 교차로,1.0,,3.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신월로,,서울특별시,양천구,서울특별시 양천구 신정동 1007-7번지,,서울특별시 양천구 신정동 972-5번지,,37.52275669,126.8650017,37.52137665,126.8527144,신정네거리역 교차로,1.1,,3.5,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신월로(북측),,서울특별시,양천구,서울특별시 양천구 신정동 1321번지 신정이펜하우스1단지,,서울특별시 양천구 신월동 728-28번지,,37.51463448,126.8258506,37.5133969,126.8246257,신정이펜하우스1단지,0.2,,3.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신월로(남측),,서울특별시,양천구,서울특별시 양천구 신월동 728-28번지,,서울특별시 양천구 신정동 1321-11번지,,37.5133969,126.8246257,37.51296364,126.8263632,요양센터입구,0.2,,3.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신정로(북측),,서울특별시,양천구,서울특별시 양천구 신정동 311번지 목동신시가지10단지,,서울특별시 양천구 신정동 1290-4번지,,37.51500595,126.858264,37.50981426,126.8432543,목동12단지아파트,1.5,,3.2,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신정로(남측),,서울특별시,양천구,서울특별시 양천구 신정동 1294번지 학마을2단지,,서울특별시 양천구 신정동 326번지 목동신시가지12단지,,37.50899178,126.8448392,37.51209709,126.8602878,목동12단지아파트,1.5,,3.2,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
신목로,,서울특별시,양천구,서울특별시 양천구 목동 406-28번지,,서울특별시 양천구 목동 947번지 월드메르디앙3차아파트,,37.52474333,126.8758322,37.52516794,126.8759503,오목교역,0.11,,3.0,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
오목로(북측),,서울특별시,양천구,서울특별시 양천구 목동 406-28번지,,서울특별시 양천구 목동 925번지 목동신시가지7단지,,37.52474333,126.8758322,37.52924626,126.8670983,오목교역,1.2,,3.5,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
오목로(남측),,서울특별시,양천구,서울특별시 양천구 목동 925번지 목동신시가지7단지,,서울특별시 양천구 목동 405-25번지,,37.52924626,126.8670983,37.52375466,126.8751457,목동역,1.2,,3.5,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
목동중앙로(서측),,서울특별시,양천구,서울특별시 양천구 목동 131-119번지,,서울특별시 양천구 목동 773-4번지,,37.54435606,126.8821807,37.53326121,126.8695382,신목동역,1.8,,3.5,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
목동중앙로(동측),,서울특별시,양천구,서울특별시 양천구 목동 903번지 목동신시가지3단지,,서울특별시 양천구 목동 900-2번지,,37.5342245,126.874174,37.5435789,126.8828939,신목동역,1.8,,3.5,자전거보행자겸용도로,Y,서울특별시 양천구청,02-2620-3702,2025-08-14,3140000,서울특별시 양천구
